DATE	Population	PopOver16	LaborForce	Unemployed	CPI	CPIexFE	PCE	PCEexFE	GS1	GS5	GS10
1991-07-01	253650	190946	128458	8792	136.200	142.300	65.487	67.579	6.31	7.91	8.27
1991-08-01	253966	191116	127197	8439	136.600	142.900	65.639	67.765	5.78	7.43	7.90
1991-09-01	254280	191302	126426	8270	137.000	143.400	65.865	68.036	5.57	7.14	7.65
1991-10-01	254576	191497	126636	8232	137.200	143.700	65.989	68.186	5.33	6.87	7.53
1991-11-01	254841	191657	126466	8494	137.800	144.200	66.133	68.313	4.89	6.62	7.42
1991-12-01	255089	191798	126150	8755	138.200	144.700	66.299	68.482	4.38	6.19	7.09
1992-01-01	255331	191953	126114	10186	138.300	145.100	66.389	68.667	4.15	6.24	7.03
1992-02-01	255576	192067	126425	10401	138.600	145.400	66.557	68.854	4.29	6.58	7.34
1992-03-01	255848	192204	126843	9913	139.100	145.900	66.718	69.026	4.63	6.95	7.54
1992-04-01	256139	192354	126911	9135	139.400	146.300	66.899	69.252	4.30	6.78	7.48
1992-05-01	256437	192503	127777	9389	139.700	146.800	66.987	69.350	4.19	6.69	7.39
1992-06-01	256742	192663	130197	10366	140.100	147.100	67.107	69.404	4.17	6.48	7.26
1992-07-01	257063	192826	130844	10099	140.500	147.600	67.328	69.666	3.60	5.84	6.84
1992-08-01	257390	193018	129676	9605	140.800	147.900	67.418	69.730	3.47	5.60	6.59
1992-09-01	257704	193229	128196	9316	141.100	148.100	67.528	69.843	3.18	5.38	6.42
1992-10-01	258004	193442	127998	8813	141.700	148.800	67.767	70.112	3.30	5.60	6.59
1992-11-01	258280	193621	128245	9086	142.100	149.200	67.900	70.265	3.68	6.04	6.87
1992-12-01	258546	193784	128035	9045	142.300	149.600	68.018	70.395	3.71	6.08	6.77
1993-01-01	258799	193962	127186	10158	142.800	150.100	68.184	70.600	3.50	5.83	6.60
1993-02-01	259036	194108	127651	10004	143.100	150.600	68.287	70.735	3.39	5.43	6.26
1993-03-01	259283	194248	127829	9478	143.300	150.800	68.427	70.889	3.33	5.19	5.98
1993-04-01	259547	194398	127616	8835	143.800	151.400	68.609	71.095	3.24	5.13	5.97
1993-05-01	259822	194549	128949	8807	144.200	151.800	68.821	71.336	3.36	5.20	6.04
1993-06-01	260109	194719	131060	9473	144.300	152.100	68.845	71.404	3.54	5.22	5.96
1993-07-01	260411	194882	131574	9223	144.500	152.300	68.954	71.552	3.47	5.09	5.81
1993-08-01	260717	195063	130673	8655	144.800	152.800	69.072	71.686	3.44	5.03	5.68
1993-09-01	261015	195259	128975	8302	145.000	152.900	69.144	71.793	3.36	4.73	5.36
1993-10-01	261294	195444	129685	8296	145.600	153.400	69.362	71.912	3.39	4.71	5.33
1993-11-01	261550	195625	129662	8094	146.000	153.900	69.493	72.097	3.58	5.06	5.72
1993-12-01	261796	195794	129537	7959	146.300	154.300	69.509	72.129	3.61	5.15	5.77
1994-01-01	262021	195953	129393	9492	146.300	154.500	69.532	72.186	3.54	5.09	5.75
1994-02-01	262237	196090	129764	9262	146.700	154.800	69.693	72.342	3.87	5.40	5.97
1994-03-01	262491	196213	129718	8874	147.100	155.300	69.885	72.589	4.32	5.94	6.48
1994-04-01	262754	196363	129682	8078	147.200	155.500	69.968	72.698	4.82	6.52	6.97
1994-05-01	263014	196510	130602	7656	147.500	155.900	70.069	72.860	5.31	6.78	7.18
1994-06-01	263294	196693	132115	8251	147.900	156.400	70.241	73.021	5.27	6.70	7.10
1994-07-01	263580	196859	132783	8281	148.400	156.700	70.462	73.175	5.48	6.91	7.30
1994-08-01	263871	197043	132361	7868	149.000	157.100	70.623	73.257	5.56	6.88	7.24
1994-09-01	264159	197248	131155	7379	149.300	157.500	70.702	73.368	5.76	7.08	7.46
1994-10-01	264430	197430	131879	7155	149.400	157.800	70.822	73.540	6.11	7.40	7.74
1994-11-01	264681	197607	131869	6973	149.800	158.200	70.957	73.675	6.54	7.72	7.96
1994-12-01	264924	197765	131418	6690	150.100	158.300	71.003	73.700	7.14	7.78	7.81
1995-01-01	265157	197753	130698	8101	150.500	159.000	71.146	73.883	7.05	7.76	7.78
1995-02-01	265383	197886	131028	7685	150.900	159.400	71.272	74.004	6.70	7.37	7.47
1995-03-01	265625	198007	131423	7480	151.200	159.900	71.404	74.186	6.43	7.05	7.20
1995-04-01	265877	198148	131657	7378	151.800	160.400	71.592	74.358	6.27	6.86	7.06
1995-05-01	266134	198286	131739	7185	152.100	160.700	71.702	74.485	6.00	6.41	6.63
1995-06-01	266414	198453	133447	7727	152.400	161.100	71.772	74.549	5.64	5.93	6.17
1995-07-01	266700	198615	134440	7892	152.600	161.400	71.862	74.667	5.59	6.01	6.28
1995-08-01	266998	198801	133383	7457	152.900	161.800	72.017	74.846	5.75	6.24	6.49
1995-09-01	267304	199005	132341	7167	153.100	162.200	72.066	74.945	5.62	6.00	6.20
1995-10-01	267585	199192	132863	6884	153.500	162.700	72.253	75.127	5.59	5.86	6.04
1995-11-01	267829	199355	132622	7024	153.700	163.000	72.251	75.175	5.43	5.69	5.93
1995-12-01	268047	199508	132008	6872	153.900	163.100	72.390	75.281	5.31	5.51	5.71
1996-01-01	268258	199634	131396	8270	154.700	163.700	72.551	75.366	5.09	5.36	5.65
1996-02-01	268480	199773	131995	7858	155.000	164.000	72.665	75.464	4.94	5.38	5.81
1996-03-01	268724	199921	132692	7700	155.500	164.400	72.884	75.639	5.34	5.97	6.27
1996-04-01	268980	200101	132513	7124	156.100	164.600	73.103	75.741	5.54	6.30	6.51
1996-05-01	269247	200278	133558	7166	156.400	165.000	73.229	75.873	5.64	6.48	6.74
1996-06-01	269527	200459	135083	7377	156.700	165.400	73.228	75.931	5.81	6.69	6.91
1996-07-01	269822	200641	136272	7693	157.000	165.700	73.383	76.074	5.85	6.64	6.87
1996-08-01	270130	200847	135011	6868	157.200	166.000	73.453	76.140	5.67	6.39	6.64
1996-09-01	270433	201061	134230	6700	157.700	166.500	73.660	76.370	5.83	6.60	6.83
1996-10-01	270730	201273	135015	6577	158.200	166.800	73.883	76.552	5.55	6.27	6.53
1996-11-01	271002	201463	134973	6816	158.700	167.200	74.015	76.652	5.42	5.97	6.20
1996-12-01	271243	201636	134583	6680	159.100	167.400	74.100	76.682	5.47	6.07	6.30
1997-01-01	271472	202285	134317	7933	159.400	167.800	74.196	76.763	5.61	6.33	6.58
1997-02-01	271703	202389	134535	7647	159.700	168.100	74.352	76.921	5.53	6.20	6.42
1997-03-01	271952	202513	135524	7399	159.800	168.400	74.430	77.105	5.80	6.54	6.69
1997-04-01	272213	202674	135181	6551	159.900	168.900	74.503	77.255	5.99	6.76	6.89
1997-05-01	272482	202832	135963	6398	159.900	169.200	74.469	77.312	5.87	6.57	6.71
1997-06-01	272767	203000	137557	7094	160.200	169.400	74.565	77.426	5.69	6.38	6.49
1997-07-01	273074	203166	138331	6981	160.400	169.700	74.609	77.478	5.54	6.12	6.22
1997-08-01	273395	203364	137460	6594	160.800	169.800	74.669	77.448	5.56	6.16	6.30
1997-09-01	273703	203570	136375	6403	161.200	170.200	74.849	77.608	5.52	6.11	6.21
1997-10-01	273989	203767	136665	5995	161.500	170.600	74.946	77.726	5.46	5.93	6.03
1997-11-01	274249	203941	136912	5914	161.700	170.800	74.950	77.750	5.46	5.80	5.88
1997-12-01	274499	204098	136742	5957	161.800	171.200	74.934	77.794	5.53	5.77	5.81
1998-01-01	274732	204238	135951	7069	162.000	171.600	74.971	77.914	5.24	5.42	5.54
1998-02-01	274943	204400	136286	6804	162.000	171.900	74.932	77.980	5.31	5.49	5.57
1998-03-01	275175	204547	136967	6816	162.000	172.200	74.944	78.063	5.39	5.61	5.65
1998-04-01	275434	204731	136379	5643	162.200	172.500	75.037	78.207	5.38	5.61	5.64
1998-05-01	275700	204899	137240	5764	162.600	172.900	75.140	78.283	5.44	5.63	5.65
1998-06-01	275976	205085	138798	6534	162.800	173.200	75.076	78.184	5.41	5.52	5.50
1998-07-01	276266	205270	139336	6567	163.200	173.500	75.262	78.405	5.36	5.46	5.46
1998-08-01	276566	205479	138379	6173	163.400	174.000	75.366	78.558	5.21	5.27	5.34
1998-09-01	276859	205699	137903	6039	163.500	174.200	75.322	78.545	4.71	4.62	4.81
1998-10-01	277140	205919	138255	5831	163.900	174.400	75.487	78.698	4.12	4.18	4.53
1998-11-01	277402	206104	138288	5711	164.100	174.800	75.491	78.711	4.53	4.54	4.83
1998-12-01	277658	206270	138297	5565	164.400	175.400	75.567	78.847	4.52	4.45	4.65
1999-01-01	277891	206719	137943	6604	164.700	175.600	75.705	78.998	4.51	4.60	4.72
1999-02-01	278095	206873	138202	6563	164.700	175.600	75.687	78.999	4.70	4.91	5.00
1999-03-01	278324	207036	138418	6119	164.800	175.700	75.746	79.026	4.78	5.14	5.23
1999-04-01	278584	207236	138240	5688	165.900	176.300	76.096	79.210	4.69	5.08	5.18
1999-05-01	278859	207427	138919	5507	166.000	176.500	76.134	79.272	4.85	5.44	5.54
1999-06-01	279148	207632	140666	6271	166.000	176.600	76.150	79.306	5.10	5.81	5.90
1999-07-01	279448	207828	141119	6319	166.700	177.100	76.352	79.446	5.03	5.68	5.79
1999-08-01	279752	208038	140090	5826	167.100	177.300	76.486	79.480	5.20	5.84	5.94
1999-09-01	280053	208265	139217	5661	167.800	177.800	76.754	79.683	5.25	5.80	5.92
1999-10-01	280337	208483	139761	5372	168.100	178.100	76.876	79.809	5.43	6.03	6.11
1999-11-01	280594	208666	139895	5380	168.400	178.400	76.943	79.884	5.55	5.97	6.03
1999-12-01	280846	208832	139941	5245	168.800	178.700	77.128	79.992	5.84	6.19	6.28
2000-01-01	281083	211410	141228	6316	169.300	179.300	77.348	80.196	6.12	6.58	6.66
2000-02-01	281299	211576	141775	6284	170.000	179.400	77.597	80.321	6.22	6.68	6.52
2000-03-01	281531	211772	142123	6069	171.000	180.000	77.928	80.483	6.22	6.50	6.26
2000-04-01	281763	212018	142138	5212	170.900	180.300	77.851	80.522	6.15	6.26	5.99
2000-05-01	281996	212242	142144	5460	171.200	180.700	77.906	80.597	6.33	6.69	6.44
2000-06-01	282247	212466	143874	5959	172.200	181.100	78.161	80.647	6.17	6.30	6.10
2000-07-01	282504	212677	143797	6028	172.700	181.500	78.349	80.823	6.08	6.18	6.05
2000-08-01	282769	212916	143171	5863	172.700	181.900	78.340	80.921	6.18	6.06	5.83
2000-09-01	283033	213163	142149	5359	173.600	182.300	78.676	81.116	6.13	5.93	5.80
2000-10-01	283285	213405	142685	5153	173.900	182.600	78.787	81.234	6.01	5.78	5.74
2000-11-01	283523	213540	142797	5336	174.200	183.100	78.888	81.367	6.09	5.70	5.72
2000-12-01	283748	213736	143110	5264	174.600	183.300	78.991	81.425	5.60	5.17	5.24
2001-01-01	283960	213888	142828	6647	175.600	183.900	79.348	81.698	4.81	4.86	5.16
2001-02-01	284166	214110	143100	6523	176.000	184.400	79.458	81.827	4.68	4.89	5.10
2001-03-01	284380	214305	143664	6509	176.100	184.700	79.462	81.909	4.30	4.64	4.89
2001-04-01	284602	214525	143026	6004	176.400	185.100	79.605	82.044	3.98	4.76	5.14
2001-05-01	284834	214732	143023	5901	177.300	185.300	79.818	82.067	3.78	4.93	5.39
2001-06-01	285076	214950	144553	6816	177.700	186.000	79.962	82.253	3.58	4.81	5.28
2001-07-01	285324	215180	145097	6858	177.400	186.400	79.935	82.465	3.62	4.76	5.24
2001-08-01	285584	215420	143826	7017	177.400	186.700	79.929	82.511	3.47	4.57	4.97
2001-09-01	285842	215665	143601	6766	178.100	187.100	79.663	82.049	2.82	4.12	4.73
2001-10-01	286086	215903	144060	7175	177.600	187.400	79.952	82.637	2.33	3.91	4.57
2001-11-01	286315	216117	143987	7617	177.500	188.100	79.903	82.810	2.18	3.97	4.65
2001-12-01	286533	216315	144042	7773	177.400	188.400	79.819	82.829	2.22	4.39	5.09
2002-01-01	286739	216506	143228	9051	177.700	188.700	79.879	82.862	2.16	4.34	5.04
2002-02-01	286935	216663	144266	8823	178.000	189.100	80.011	83.017	2.23	4.30	4.91
2002-03-01	287131	216823	144334	8776	178.500	189.200	80.233	83.120	2.57	4.74	5.28
2002-04-01	287343	217006	144158	8255	179.300	189.700	80.580	83.366	2.48	4.65	5.21
2002-05-01	287571	217198	144527	7969	179.500	190.000	80.637	83.465	2.35	4.49	5.16
2002-06-01	287808	217407	145940	8758	179.600	190.200	80.735	83.594	2.20	4.19	4.93
2002-07-01	288051	217630	146189	8693	180.000	190.500	80.897	83.745	1.96	3.81	4.65
2002-08-01	288303	217866	145565	8271	180.500	191.100	81.048	83.900	1.76	3.29	4.26
2002-09-01	288554	218107	145167	7790	180.800	191.300	81.191	84.033	1.72	2.94	3.87
2002-10-01	288794	218340	145320	7769	181.200	191.500	81.342	84.109	1.65	2.95	3.94
2002-11-01	289012	218548	144854	8170	181.500	191.900	81.423	84.191	1.49	3.05	4.05
2002-12-01	289214	218741	144807	8209	181.800	192.100	81.494	84.260	1.45	3.03	4.03
2003-01-01	289412	219897	145301	9395	182.600	192.400	81.716	84.293	1.36	3.05	4.05
2003-02-01	289606	220114	145693	9260	183.600	192.500	82.039	84.383	1.30	2.90	3.90
2003-03-01	289809	220317	145801	9018	183.900	192.500	82.227	84.492	1.24	2.78	3.81
2003-04-01	290024	220540	145925	8501	183.200	192.500	82.063	84.558	1.27	2.93	3.96
2003-05-01	290250	220768	146067	8500	182.900	192.900	81.953	84.660	1.18	2.52	3.57
2003-06-01	290484	221014	148117	9649	183.100	193.000	82.030	84.695	1.01	2.27	3.33
2003-07-01	290726	221252	147822	9319	183.700	193.400	82.263	84.897	1.12	2.87	3.98
2003-08-01	290974	221507	146967	8830	184.500	193.600	82.529	84.979	1.31	3.37	4.45
2003-09-01	291222	221779	146166	8436	185.100	193.700	82.773	85.080	1.24	3.18	4.27
2003-10-01	291463	222039	146787	8169	184.900	194.000	82.767	85.218	1.25	3.19	4.29
2003-11-01	291677	222279	146969	8269	185.000	194.000	82.870	85.332	1.34	3.29	4.30
2003-12-01	291868	222509	146501	7945	185.500	194.200	83.064	85.452	1.31	3.27	4.27
2004-01-01	292046	222161	146068	9144	186.300	194.600	83.412	85.702	1.24	3.12	4.15
2004-02-01	292230	222357	146154	8770	186.700	194.900	83.608	85.862	1.24	3.07	4.08
2004-03-01	292434	222550	146525	8834	187.100	195.500	83.746	86.016	1.19	2.79	3.83
2004-04-01	292651	222757	146260	7837	187.400	195.900	83.898	86.238	1.43	3.39	4.35
2004-05-01	292872	222967	146659	7792	188.200	196.200	84.172	86.356	1.78	3.85	4.72
2004-06-01	293103	223196	148478	8616	188.900	196.600	84.415	86.496	2.12	3.93	4.73
2004-07-01	293350	223422	149217	8518	189.100	196.800	84.499	86.605	2.10	3.69	4.50
2004-08-01	293603	223677	148166	7940	189.200	196.900	84.546	86.642	2.02	3.47	4.28
2004-09-01	293857	223941	147186	7545	189.800	197.500	84.714	86.806	2.12	3.36	4.13
2004-10-01	294104	224192	147978	7531	190.800	197.900	85.077	86.994	2.23	3.35	4.10
2004-11-01	294337	224422	148246	7665	191.700	198.300	85.403	87.179	2.50	3.53	4.19
2004-12-01	294561	224640	147877	7599	191.700	198.600	85.446	87.287	2.67	3.60	4.23
2005-01-01	294768	224837	147125	8444	191.600	199.000	85.556	87.600	2.86	3.71	4.22
2005-02-01	294955	225041	147649	8549	192.400	199.400	85.791	87.740	3.03	3.77	4.17
2005-03-01	295149	225236	147745	7986	193.100	200.100	86.038	87.945	3.30	4.17	4.50
2005-04-01	295359	225441	148274	7335	193.700	200.200	86.266	88.032	3.32	4.00	4.34
2005-05-01	295582	225670	148878	7287	193.600	200.500	86.308	88.204	3.33	3.85	4.14
2005-06-01	295824	225911	150327	7870	193.700	200.600	86.357	88.259	3.36	3.77	4.00
2005-07-01	296077	226153	151122	7839	194.900	200.900	86.722	88.387	3.64	3.98	4.18
2005-08-01	296338	226421	150469	7327	196.100	201.100	87.069	88.455	3.87	4.12	4.26
2005-09-01	296606	226693	149838	7259	198.800	201.300	87.905	88.644	3.85	4.01	4.20
2005-10-01	296857	226959	150304	6964	199.100	202.000	88.038	88.890	4.18	4.33	4.46
2005-11-01	297089	227204	150239	7271	198.100	202.500	87.850	89.113	4.33	4.45	4.54
2005-12-01	297311	227425	149874	6956	198.100	202.800	87.851	89.207	4.35	4.39	4.47
2006-01-01	297526	227553	149090	7608	199.300	203.200	88.279	89.410	4.45	4.35	4.42
2006-02-01	297734	227763	149686	7692	199.400	203.600	88.323	89.544	4.68	4.57	4.57
2006-03-01	297950	227975	150027	7255	199.700	204.300	88.473	89.766	4.77	4.72	4.72
2006-04-01	298170	228199	150209	6804	200.700	204.800	88.850	90.000	4.90	4.90	4.99
2006-05-01	298401	228428	150696	6655	201.300	205.400	89.070	90.205	5.00	5.00	5.11
2006-06-01	298653	228671	152557	7341	201.800	205.900	89.285	90.427	5.16	5.07	5.11
2006-07-01	298910	228912	153208	7602	202.900	206.300	89.601	90.527	5.22	5.04	5.09
2006-08-01	299178	229167	152465	7086	203.800	206.800	89.885	90.713	5.08	4.82	4.88
2006-09-01	299452	229420	151635	6625	202.800	207.200	89.646	90.852	4.97	4.67	4.72
2006-10-01	299710	229675	152397	6272	201.900	207.600	89.428	91.011	5.01	4.69	4.73
2006-11-01	299950	229905	152590	6576	202.000	207.800	89.461	91.058	5.01	4.58	4.60
2006-12-01	300178	230108	152571	6491	203.100	208.100	89.789	91.190	4.94	4.53	4.56
2007-01-01	300398	230650	151924	7649	203.437	208.600	90.109	91.584	5.06	4.75	4.76
2007-02-01	300608	230834	151879	7400	204.226	209.135	90.394	91.787	5.05	4.71	4.72
2007-03-01	300823	231034	152236	6913	205.288	209.418	90.715	91.868	4.92	4.48	4.56
2007-04-01	301045	231253	151829	6532	205.904	209.747	90.906	91.973	4.93	4.59	4.69
2007-05-01	301278	231480	152350	6486	206.755	210.058	91.160	92.069	4.91	4.67	4.75
2007-06-01	301528	231713	154252	7295	207.234	210.392	91.352	92.219	4.96	5.03	5.10
2007-07-01	301790	231958	154871	7556	207.603	210.773	91.499	92.368	4.96	4.88	5.00
2007-08-01	302064	232211	153493	7088	207.667	211.119	91.558	92.503	4.47	4.43	4.67
2007-09-01	302334	232461	153400	6952	208.547	211.554	91.901	92.742	4.14	4.20	4.52
2007-10-01	302590	232715	153516	6773	209.190	212.077	92.162	92.963	4.10	4.20	4.53
2007-11-01	302834	232939	154035	6917	210.834	212.660	92.642	93.134	3.50	3.67	4.15
2007-12-01	303062	233156	153705	7371	211.445	213.168	92.855	93.319	3.26	3.49	4.10
2008-01-01	303280	232616	152828	8221	212.174	213.771	93.102	93.519	2.71	2.98	3.74
2008-02-01	303494	232809	152503	7953	212.687	213.939	93.298	93.621	2.05	2.78	3.74
2008-03-01	303707	232995	153135	8027	213.448	214.420	93.587	93.829	1.54	2.48	3.51
2008-04-01	303926	233198	153208	7287	213.942	214.560	93.785	93.912	1.74	2.84	3.68
2008-05-01	304157	233405	154003	8076	215.208	214.936	94.206	94.103	2.06	3.15	3.88
2008-06-01	304396	233627	155582	8933	217.463	215.424	94.876	94.299	2.42	3.49	4.10
2008-07-01	304646	233864	156300	9433	219.016	215.965	95.285	94.430	2.28	3.30	4.01
2008-08-01	304903	234107	155387	9479	218.690	216.393	95.204	94.543	2.18	3.14	3.89
2008-09-01	305158	234360	154509	9199	218.877	216.713	95.307	94.668	1.91	2.88	3.69
2008-10-01	305403	234612	155012	9469	216.995	216.788	94.727	94.593	1.42	2.73	3.81
2008-11-01	305620	234828	154624	10015	213.153	216.947	93.643	94.600	1.07	2.29	3.53
2008-12-01	305827	235035	154349	10999	211.398	216.925	93.139	94.580	0.49	1.52	2.42
2009-01-01	306035	234739	153445	13009	211.933	217.346	93.173	94.578	0.44	1.60	2.52
2009-02-01	306237	234913	153804	13699	212.705	217.792	93.363	94.679	0.62	1.87	2.87
2009-03-01	306438	235086	153728	13895	212.495	218.253	93.284	94.776	0.64	1.82	2.82
2009-04-01	306645	235271	153834	13248	212.709	218.706	93.432	95.003	0.55	1.86	2.93
2009-05-01	306863	235452	154336	13973	213.022	218.904	93.546	95.097	0.50	2.13	3.29
2009-06-01	307090	235655	155921	15095	214.790	219.112	94.100	95.214	0.51	2.71	3.72
2009-07-01	307322	235870	156255	15201	214.726	219.263	94.106	95.291	0.48	2.46	3.56
2009-08-01	307570	236087	154897	14823	215.445	219.496	94.378	95.430	0.46	2.57	3.59
2009-09-01	307826	236322	153617	14538	215.861	219.920	94.536	95.605	0.40	2.37	3.40
2009-10-01	308071	236550	153635	14547	216.509	220.501	94.899	95.961	0.37	2.33	3.39
2009-11-01	308289	236743	153539	14407	217.234	220.666	95.135	96.043	0.31	2.23	3.40
2009-12-01	308495	236924	152693	14740	217.347	220.881	95.175	96.108	0.37	2.34	3.59
2010-01-01	308706	236832	152957	16147	217.488	220.633	95.366	96.228	0.35	2.48	3.73
2010-02-01	308904	236998	153194	15991	217.281	220.731	95.351	96.298	0.35	2.36	3.69
2010-03-01	309095	237159	153660	15678	217.353	220.783	95.468	96.422	0.40	2.43	3.73
2010-04-01	309279	237329	153911	14609	217.403	220.822	95.507	96.456	0.45	2.58	3.85
2010-05-01	309457	237499	153866	14369	217.290	220.962	95.527	96.552	0.37	2.18	3.42
2010-06-01	309643	237690	154767	14885	217.199	221.194	95.474	96.584	0.32	2.00	3.20
2010-07-01	309847	237890	155270	15137	217.605	221.363	95.556	96.585	0.29	1.76	3.01
2010-08-01	310060	238099	154678	14759	217.923	221.509	95.684	96.674	0.26	1.47	2.70
2010-09-01	310280	238322	153854	14140	218.275	221.711	95.773	96.722	0.26	1.41	2.65
2010-10-01	310488	238530	153652	13903	219.035	221.830	96.057	96.843	0.23	1.18	2.54
2010-11-01	310677	238715	153698	14282	219.590	222.149	96.238	96.955	0.25	1.35	2.76
2010-12-01	310858	238889	153156	13997	220.472	222.343	96.456	96.975	0.29	1.93	3.29
2011-01-01	311023	238704	152536	14937	221.187	222.803	96.774	97.214	0.27	1.99	3.39
2011-02-01	311173	238851	152635	14542	221.898	223.213	97.054	97.396	0.29	2.26	3.58
2011-03-01	311333	239000	153022	14060	223.046	223.454	97.446	97.543	0.26	2.11	3.41
2011-04-01	311502	239146	152898	13237	224.093	223.727	97.854	97.761	0.25	2.17	3.46
2011-05-01	311678	239313	153449	13421	224.806	224.175	98.153	97.994	0.19	1.84	3.17
2011-06-01	311872	239489	154538	14409	224.806	224.697	98.136	98.106	0.18	1.58	3.00
2011-07-01	312077	239671	154812	14428	225.395	225.218	98.316	98.265	0.19	1.54	3.00
2011-08-01	312292	239871	154344	14008	226.106	225.862	98.555	98.470	0.11	1.02	2.30
2011-09-01	312509	240071	154022	13520	226.597	226.118	98.699	98.543	0.10	0.90	1.98
2011-10-01	312708	240269	154088	13102	226.750	226.506	98.705	98.596	0.11	1.06	2.15
2011-11-01	312889	240441	153683	12613	227.169	226.899	98.908	98.805	0.11	0.91	2.01
2011-12-01	313064	240584	153373	12692	227.223	227.405	98.965	98.971	0.12	0.89	1.98
2012-01-01	313227	242269	153485	13541	227.842	227.877	99.320	99.284	0.12	0.84	1.97
2012-02-01	313383	242435	154114	13430	228.329	228.034	99.556	99.439	0.16	0.83	1.97
2012-03-01	313546	242604	154316	12904	228.807	228.478	99.737	99.597	0.19	1.02	2.17
2012-04-01	313710	242784	153905	11910	229.187	228.905	99.873	99.753	0.18	0.89	2.05
2012-05-01	313883	242966	154998	12271	228.713	229.224	99.755	99.849	0.19	0.76	1.80
2012-06-01	314072	243155	156385	13184	228.524	229.623	99.701	99.948	0.19	0.71	1.62
2012-07-01	314272	243354	156526	13400	228.590	229.970	99.738	100.052	0.19	0.62	1.53
2012-08-01	314489	243566	155255	12696	229.918	230.233	100.070	100.111	0.18	0.71	1.68
2012-09-01	314703	243772	155075	11742	231.015	230.659	100.378	100.238	0.18	0.67	1.72
2012-10-01	314905	243983	155779	11741	231.638	231.024	100.672	100.476	0.18	0.71	1.75
2012-11-01	315092	244174	154953	11404	231.249	231.330	100.605	100.586	0.18	0.67	1.65
2012-12-01	315258	244350	154904	11844	231.221	231.725	100.595	100.667	0.16	0.70	1.72
2013-01-01	315400	244663	154794	13181	231.679	232.229	100.782	100.865	0.15	0.81	1.91
2013-02-01	315535	244828	154727	12500	232.937	232.569	101.149	100.984	0.16	0.85	1.98
2013-03-01	315682	244995	154512	11815	232.282	232.794	101.015	101.076	0.15	0.82	1.96
2013-04-01	315841	245175	154739	11014	231.797	232.832	100.940	101.160	0.12	0.71	1.76
2013-05-01	316016	245363	155734	11302	231.893	232.996	101.006	101.268	0.12	0.84	1.93
2013-06-01	316202	245552	157089	12248	232.445	233.350	101.226	101.437	0.14	1.20	2.30
2013-07-01	316405	245756	157196	12083	232.900	233.880	101.351	101.565	0.12	1.40	2.58
2013-08-01	316627	245959	155971	11462	233.456	234.336	101.503	101.678	0.13	1.52	2.74
2013-09-01	316846	246168	155536	10885	233.544	234.700	101.545	101.795	0.12	1.60	2.81
2013-10-01	317055	246381	154918	10773	233.669	234.921	101.711	102.004	0.12	1.37	2.62
2013-11-01	317248	246567	155046	10271	234.100	235.359	101.865	102.176	0.12	1.37	2.72
2013-12-01	317429	246745	154408	9984	234.719	235.759	102.065	102.311	0.13	1.58	2.90
2014-01-01	317598	246915	154381	10855	235.288	235.961	102.254	102.399	0.12	1.65	2.86
2014-02-01	317758	247085	155027	10893	235.547	236.185	102.308	102.454	0.12	1.52	2.71
2014-03-01	317924	247258	155627	10537	236.028	236.625	102.509	102.646	0.13	1.64	2.72
2014-04-01	318098	247439	154845	9079	236.468	237.072	102.698	102.829	0.11	1.70	2.71
2014-05-01	318284	247622	155841	9443	236.918	237.529	102.866	103.000	0.10	1.59	2.56
2014-06-01	318479	247814	156997	9893	237.231	237.837	102.976	103.113	0.10	1.68	2.60
2014-07-01	318692	248023	157573	10307	237.498	238.195	103.128	103.298	0.11	1.70	2.54
2014-08-01	318921	248229	156434	9787	237.460	238.405	103.110	103.332	0.11	1.63	2.42
2014-09-01	319149	248446	155903	8962	237.477	238.786	103.132	103.456	0.11	1.77	2.53
2014-10-01	319367	248657	156616	8680	237.430	239.191	103.103	103.546	0.10	1.55	2.30
2014-11-01	319561	248844	156297	8630	236.983	239.458	103.021	103.653	0.13	1.62	2.33
2014-12-01	319742	249027	155521	8331	236.252	239.584	102.852	103.737	0.21	1.64	2.21
2015-01-01	319904	249723	156050	9498	234.747	239.811	102.374	103.712	0.20	1.37	1.88
2015-02-01	320053	249899	156213	9095	235.342	240.172	102.542	103.815	0.22	1.47	1.98
2015-03-01	320215	250080	156318	8682	235.976	240.755	102.739	103.975	0.25	1.52	2.04
2015-04-01	320390	250266	156554	7966	236.222	241.346	102.822	104.155	0.23	1.35	1.94
2015-05-01	320574	250455	157719	8370	237.001	241.688	103.072	104.289	0.24	1.54	2.20
2015-06-01	320769	250663	158283	8638	237.657	242.064	103.276	104.419	0.28	1.68	2.36
2015-07-01	320982	250876	158527	8805	238.034	242.565	103.366	104.517	0.30	1.63	2.32
2015-08-01	321205	251096	157390	8162	238.033	242.817	103.373	104.601	0.38	1.54	2.17
2015-09-01	321428	251325	156607	7628	237.498	243.316	103.229	104.743	0.37	1.49	2.17
2015-10-01	321641	251541	157313	7597	237.733	243.768	103.221	104.767	0.26	1.39	2.07
2015-11-01	321834	251747	157340	7573	238.017	244.241	103.292	104.887	0.48	1.67	2.26
2015-12-01	322020	251936	157245	7542	237.761	244.547	103.216	104.964	0.65	1.70	2.24
2016-01-01	322196	252397	157347	8309	237.827	245.075	103.313	105.187	0.54	1.52	2.09
2016-02-01	322353	252577	158279	8219	237.514	245.644	103.247	105.355	0.53	1.22	1.78
