"DATE"	"CEU0500000002"	"CEU0500000003"	"CNP16OV"	"CPIAUCSL"	"CPILFESL"	"GS1"	"GS10"	"GS5"	"LFWA64TTUSM647S"	"LNU01000000"	"LNU03000000"	"LNU05000000"	"PCEPI"	"PCEPILFE"	"PCETRIM1M158SFRBDAL"	"POPTHM"	"STLPPM"
1975-01-01			151755	52.3	52.3	6.83	7.5	7.41		92200	8272	59555	26.132	26.119		214998	
1975-02-01			151990	52.6	52.8	5.98	7.39	7.11		91972	8399	60018	26.274	26.304		215132	
1975-03-01			152217	52.8	53	6.11	7.73	7.3		92464	8446	59753	26.363	26.441		215276	
1975-04-01			152443	53	53.3	6.9	8.23	7.99		92459	7908	59984	26.452	26.57		215438	
1975-05-01			152704	53.1	53.5	6.39	8.06	7.72		92888	7715	59816	26.558	26.683		215646	
1975-06-01			152976	53.5	53.8	6.29	7.86	7.51		95174	8667	57801	26.724	26.813		215871	
1975-07-01			153309	54	54	7.11	8.06	7.92		96053	8311	57256	26.953	26.978		216084	
1975-08-01			153580	54.2	54.2	7.7	8.4	8.33		95525	7799	58055	27.07	27.071		216294	
1975-09-01			153848	54.6	54.5	7.75	8.43	8.37		94023	7624	59825	27.204	27.218		216490	
1975-10-01			154082	54.9	54.8	6.95	8.14	7.97		94510	7350	59573	27.362	27.354		216679	
1975-11-01			154338	55.3	55.2	6.49	8.05	7.8		94041	7341	60298	27.538	27.535		216851	
1975-12-01			154589	55.6	55.5	6.6	8	7.76		93995	7307	60594	27.69	27.702		217013	
1976-01-01			154853	55.8	55.9	5.81	7.74	7.46		93938	8286	60916	27.795	27.844		217172	
1976-02-01			155066	55.9	56.2	5.91	7.79	7.45		94075	8143	60991	27.831	27.955		217315	
1976-03-01			155306	56	56.5	6.21	7.73	7.49		94400	7631	60906	27.873	28.047		217455	
1976-04-01			155529	56.1	56.7	5.92	7.56	7.25		94782	6996	60746	27.936	28.157		217607	
1976-05-01			155765	56.4	57	6.4	7.9	7.59		94925	6415	60840	28.069	28.29		217773	
1976-06-01			156027	56.7	57.2	6.52	7.86	7.61		97499	7772	58528	28.192	28.405		217948	
1976-07-01			156276	57	57.6	6.2	7.83	7.49		98605	7697	57672	28.335	28.561		218134	
1976-08-01			156525	57.3	57.9	6	7.77	7.31		98133	7443	58392	28.491	28.726		218337	
1976-09-01			156779	57.6	58.2	5.84	7.59	7.13		96430	7148	60349	28.651	28.894		218542	
1976-10-01			156993	57.9	58.5	5.5	7.41	6.75		96999	6958	59997	28.801	29.036		218739	
1976-11-01			157235	58.1	58.7	5.29	7.29	6.52		97116	7224	60120	28.932	29.168		218920	
1976-12-01			157438	58.4	58.9	4.89	6.87	6.1		97004	7154	60434	29.094	29.326		219093	
1977-01-01			157688	58.7	59.3	5.29	7.21	6.58	135209000	96197	7980	61491	29.263	29.505		219262	
1977-02-01			157913	59.3	59.7	5.47	7.39	6.83	135410000	96837	8237	61074	29.492	29.686	7.01	219424	
1977-03-01			158131	59.6	60	5.5	7.46	6.93	135621700	97277	7680	60855	29.64	29.812	6.45	219594	
1977-04-01			158371	60	60.3	5.44	7.37	6.79	135784000	97352	6692	61019	29.812	29.959	4.75	219772	
1977-05-01			158657	60.2	60.6	5.84	7.46	6.94	136106300	97755	6280	60900	29.963	30.112	5.76	219953	
1977-06-01			158929	60.5	61	5.8	7.28	6.76	136286800	100743	7589	58185	30.131	30.292	6.23	220143	
1977-07-01			159185	60.8	61.2	5.94	7.33	6.84	136547200	100960	7081	58226	30.287	30.479	5.69	220349	
1977-08-01			159430	61.1	61.5	6.37	7.4	7.03	136722200	100744	6897	58687	30.428	30.629	6.19	220573	
1977-09-01			159674	61.3	61.8	6.53	7.34	7.04	136881100	99367	6579	60308	30.543	30.758	4.92	220796	
1977-10-01			159915	61.6	62	6.97	7.52	7.32	137169400	100144	6365	59771	30.685	30.907	4.65	221007	
1977-11-01			160129	62	62.3	6.95	7.58	7.34	137300300	100522	6495	59607	30.861	31.067	6.58	221206	
1977-12-01			160377	62.3	62.7	6.96	7.69	7.48	137437400	100213	6031	60163	31.011	31.227	5.53	221390	
1978-01-01			160617	62.7	63.1	7.28	7.96	7.77	137644900	99664	7048	60953	31.194	31.414	4.71	221553	
1978-02-01			160831	63	63.4	7.34	8.03	7.83	137893700	99641	6886	61190	31.339	31.535	5.44	221711	
1978-03-01			161038	63.4	63.8	7.31	8.04	7.86	138041500	100166	6621	60872	31.542	31.706	6.12	221892	
1978-04-01			161263	63.9	64.3	7.45	8.15	7.98	138155800	100610	5826	60653	31.781	31.911	6.73	222084	
1978-05-01			161518	64.5	64.7	7.82	8.35	8.18	138344200	101092	5605	60426	32.008	32.099	7.98	222278	
1978-06-01			161795	65	65.2	8.09	8.46	8.36	138619900	104010	6481	57783	32.217	32.278	6.44	222482	
1978-07-01			162034	65.5	65.6	8.39	8.64	8.54	138823000	104512	6597	57521	32.393	32.468	6.61	222697	
1978-08-01			162259	65.9	66.1	8.31	8.41	8.33	138978200	103946	6090	58313	32.557	32.642	6.72	222933	
1978-09-01			162502	66.5	66.7	8.64	8.42	8.43	139157400	102748	5958	59754	32.742	32.83	7.09	223168	
1978-10-01			162783	67.1	67.2	9.14	8.64	8.61	139381300	103474	5624	59309	33.003	33.071	8.6	223383	
1978-11-01			163017	67.5	67.6	10.01	8.81	8.84	139569100	103586	5797	59432	33.19	33.249	7.85	223585	
1978-12-01			163272	67.9	68	10.3	9.01	9.08	139761000	103565	5896	59706	33.345	33.378	6.26	223781	
1979-01-01			163516	68.5	68.5	10.41	9.1	9.2	140031800	102802	6602	60714	33.597	33.549	8.49	223973	
1979-02-01			163726	69.2	69.2	10.24	9.1	9.13	140219100	103185	6649	60542	33.776	33.659	7.67	224150	
1979-03-01			164027	69.9	69.8	10.25	9.12	9.2	140436500	103606	6325	60420	34.04	33.852	6.56	224333	
1979-04-01			164162	70.6	70.3	10.12	9.18	9.25	140492800	103198	5720	60964	34.395	34.165	6.77	224529	
1979-05-01			164459	71.4	70.8	10.12	9.25	9.24	140734500	103476	5419	60982	34.751	34.462	9.12	224734	
1979-06-01			164721	72.2	71.3	9.57	8.91	8.85	141068400	106210	6409	58510	35.038	34.655	6.98	224948	
1979-07-01			164970	73	71.9	9.64	8.95	8.9	141198100	107096	6282	57874	35.305	34.829	7.88	225174	
1979-08-01			165198	73.7	72.7	9.98	9.03	9.06	141353000	106489	6315	58708	35.575	35.06	8.96	225419	
1979-09-01			165431	74.4	73.3	10.84	9.33	9.41	141461900	105510	5978	59921	35.889	35.299	8.47	225662	
1979-10-01			165813	75.2	74	12.44	10.3	10.63	141694300	106084	5964	59729	36.182	35.557	9.74	225893	
1979-11-01			166051	76	74.8	12.39	10.65	10.93	141897400	105871	5964	60181	36.433	35.784	7.77	226120	
1979-12-01			166300	76.9	75.7	11.98	10.39	10.42	142048700	106040	6027	60259	36.739	36.041	8.11	226339	
1980-01-01			166544	78	76.7	12.06	10.8	10.74	142304300	105344	7234	61199	37.124	36.315	9.82	226554	
1980-02-01			166759	79	77.5	13.92	12.41	12.6	142455800	105412	7177	61347	37.526	36.677	10.11	226753	
1980-03-01			166984	80.1	78.6	15.82	12.75	13.47	142646400	105510	6983	61474	37.987	37.017	9.47	226955	
1980-04-01			167197	80.9	79.5	13.3	11.47	11.84	142876300	105592	7023	61604	38.185	37.207	6.28	227156	
1980-05-01			167407	81.7	80.1	9.39	10.18	9.95	143301800	106233	7501	61173	38.482	37.507	9.13	227387	
1980-06-01			167643	82.5	81	8.16	9.78	9.21	143570200	108311	8481	59332	38.725	37.756	8.9	227624	
1980-07-01			167932	82.6	80.8	8.65	10.25	9.53	143721900	109268	8603	58664	39.026	38.021	6.52	227840	
1980-08-01			168103	83.2	81.3	10.24	11.1	10.84	143980000	108404	8202	59699	39.351	38.296	8.53	228070	
1980-09-01			168297	83.9	82.1	11.52	11.51	11.62	144001300	106989	7655	61309	39.715	38.657	9.66	228302	
1980-10-01			168503	84.7	83	12.49	11.75	11.86	144060700	107673	7674	60830	40.033	38.975	8.6	228515	
1980-11-01			168695	85.6	83.9	14.15	12.68	12.83	144185200	107532	7682	61163	40.359	39.282	8.62	228696	
1980-12-01			168883	86.4	84.9	14.88	12.84	13.25	144227700	107009	7430	61874	40.621	39.518	8.14	228858	
1981-01-01			169104	87.2	85.4	14.08	12.57	12.77	144336900	106885	8746	62218	41.011	39.861	9.19	229004	
1981-02-01			169280	88	85.9	14.57	13.19	13.41	144435100	107015	8614	62264	41.426	40.152	10.16	229148	
1981-03-01			169453	88.6	86.4	13.71	13.12	13.41	144578000	107634	8271	61819	41.715	40.375	7.25	229314	
1981-04-01			169641	89.1	87	14.32	13.68	13.99	144693800	107906	7561	61735	41.897	40.633	7.4	229489	
1981-05-01			169829	89.7	87.8	16.2	14.1	14.63	144983900	108586	7731	61243	42.085	40.913	6.95	229668	
1981-06-01			170042	90.5	88.6	14.86	13.47	13.95	145408000	109904	8485	60137	42.253	41.117	5.92	229864	
1981-07-01			170246	91.5	89.8	15.72	14.28	14.79	145429600	110742	8130	59504	42.508	41.365	6.82	230077	
1981-08-01			170399	92.2	90.7	16.72	14.94	15.56	145509700	110099	7947	60300	42.774	41.642	7.48	230300	
1981-09-01			170593	93.1	91.8	16.52	15.32	15.93	145576900	108273	7884	62320	43.033	41.915	7.35	230527	
1981-10-01			170809	93.4	92.1	15.38	15.15	15.41	145782300	109244	8216	61565	43.228	42.165	6.2	230732	
1981-11-01			170996	93.8	92.5	12.41	13.39	13.38	146004400	109179	8676	61818	43.46	42.411	6.08	230906	
1981-12-01			171166	94.1	93	12.85	13.72	13.6	146182900	108574	9013	62592	43.594	42.568	5.01	231073	
1982-01-01			171335	94.4	93.3	14.32	14.59	14.65	146013000	108014	10183	63321	43.853	42.829	5.38	231235	
1982-02-01			171489	94.7	93.8	14.73	14.43	14.54	146078100	108324	10378	63165	43.985	42.994	4.7	231392	
1982-03-01			171667	94.7	93.9	13.95	13.86	13.98	146258400	108761	10290	62906	44.098	43.182	5.1	231558	
1982-04-01			171844	95	94.7	13.98	13.87	14	146492900	108814	9957	63030	44.12	43.353	3.33	231727	
1982-05-01			172026	95.9	95.4	13.34	13.62	13.75	146738500	109914	9957	62113	44.382	43.589	5.92	231901	
1982-06-01			172190	97	96.1	14.07	14.3	14.43	146948200	111569	10886	60621	44.704	43.808	5.52	232090	
1982-07-01			172364	97.5	96.7	13.24	13.95	14.07	147035000	112526	11036	59838	44.969	44.092	7.12	232290	
1982-08-01			172511	97.7	97.1	11.43	13.06	13	147159900	111887	10710	60624	45.108	44.295	4.22	232496	
1982-09-01			172690	97.7	97.2	10.85	12.34	12.25	147327800	110546	10695	62144	45.233	44.459	3.09	232708	
1982-10-01			172881	98.1	97.5	9.32	10.91	10.8	147559600	110767	10942	62114	45.487	44.741	5.34	232905	
1982-11-01			173058	98	97.3	9.16	10.55	10.38	147659900	110855	11476	62203	45.624	44.906	2.72	233077	
1982-12-01			173199	97.7	97.2	8.91	10.54	10.22	147832400	110477	11628	62722	45.693	45.049	2.97	233241	
1983-01-01			173354	97.9	97.6	8.62	10.46	10.03	147341500	109779	12517	63575	45.906	45.357	5.7	233398	
1983-02-01			173505	98	98	8.92	10.72	10.26	147462000	109647	12382	63858	45.984	45.525	3.89	233543	
1983-03-01			173656	98.1	98.2	9.04	10.51	10.08	147767000	109873	11879	63784	46.043	45.583	2.29	233697	
1983-04-01			173794	98.8	98.6	8.98	10.4	10.02	148126600	109875	11035	63919	46.253	45.721	4.96	233852	
1983-05-01			173953	99.2	98.9	8.9	10.38	10.03	148312200	110308	10765	63644	46.384	45.787	3.15	234020	
1983-06-01			174125	99.4	99.2	9.66	10.85	10.63	148193400	113383	11570	60742	46.557	46.001	3.39	234213	
1983-07-01			174306	99.8	99.8	10.2	11.38	11.21	148363200	113980	10707	60326	46.82	46.311	3.8	234404	
1983-08-01			174440	100.1	100.1	10.53	11.85	11.63	148536200	113578	10411	60862	47.02	46.55	3.15	234601	
1983-09-01			174602	100.4	100.5	10.16	11.65	11.43	148711700	112197	9830	62405	47.185	46.738	4.2	234804	
1983-10-01			174779	100.8	101	9.81	11.54	11.28	148863300	112042	9383	62737	47.265	46.821	2.57	234993	
1983-11-01			174951	101.1	101.5	9.94	11.69	11.41	148899600	112147	9129	62804	47.332	46.93	4.09	235157	
1983-12-01			175121	101.4	101.8	10.11	11.83	11.54	149042200	111795	8992	63326	47.358	46.965	2.45	235310	
1984-01-01			175533	102.1	102.5	9.9	11.67	11.37	149134200	111025	9755	64508	47.564	47.121	5.14	235456	
1984-02-01			175679	102.6	102.8	10.04	11.84	11.54	149267800	111368	9407	64311	47.884	47.418	4.55	235601	
1984-03-01			175824	102.9	103.2	10.59	12.32	12.02	149435400	111828	9057	63996	48.041	47.598	4.06	235757	
1984-04-01			175969	103.3	103.7	10.9	12.63	12.37	149635300	112152	8525	63817	48.224	47.822	4.84	235916	
1984-05-01			176123	103.5	104.1	11.66	13.41	13.17	149705500	113251	8154	62873	48.285	47.933	2.19	236077	
1984-06-01			176284	103.7	104.5	12.08	13.56	13.48	149828500	115393	8582	60891	48.371	48.046	3.47	236254	
1984-07-01			176440	104.1	105	12.03	13.36	13.27	149968400	116198	8714	60242	48.544	48.253	4.9	236449	
1984-08-01			176583	104.4	105.4	11.82	12.72	12.68	150101400	115076	8382	61507	48.693	48.412	4.13	236655	
1984-09-01			176763	104.7	105.8	11.58	12.52	12.53	150267300	113843	8051	62920	48.759	48.486	4.02	236868	
1984-10-01			176956	105.1	106.2	10.9	12.16	12.06	150350000	114250	7989	62706	48.874	48.595	3.46	237068	
1984-11-01			177135	105.3	106.4	9.82	11.57	11.33	150477900	114115	7869	63020	48.943	48.698	2.07	237238	
1984-12-01			177306	105.5	106.8	9.33	11.5	11.07	150684400	114028	7978	63278	49.081	48.891	3.76	237392	
1985-01-01			177384	105.7	107.1	9.02	11.38	10.93	150528300	113475	9131	63909	49.326	49.165	3.35	237535	
1985-02-01			177516	106.3	107.7	9.29	11.51	11.13	150672100	113592	8902	63924	49.555	49.42	5.68	237667	
1985-03-01			177667	106.8	108.1	9.86	11.86	11.52	150800900	114394	8625	63273	49.749	49.593	4.03	237816	
1985-04-01			177799	107	108.4	9.14	11.43	11.01	150918600	114325	8150	63474	49.821	49.652	2.39	237987	
1985-05-01			177944	107.2	108.8	8.46	10.85	10.34	151004400	114890	8011	63054	49.939	49.823	3.15	238172	
1985-06-01			178096	107.5	109.1	7.8	10.16	9.6	151254400	116572	8753	61524	50.075	49.988	4.2	238368	
1985-07-01			178263	107.7	109.4	7.86	10.31	9.7	151295800	117536	8682	60727	50.198	50.134	2.44	238573	
1985-08-01			178405	107.9	109.8	8.05	10.33	9.81	151372000	116679	8051	61726	50.364	50.38	3.98	238789	
1985-09-01			178572	108.1	110	8.07	10.37	9.81	151474400	115850	7984	62721	50.449	50.484	3.55	239006	
1985-10-01			178770	108.5	110.5	8.01	10.24	9.69	151617800	116346	7917	62425	50.533	50.565	2.97	239210	
1985-11-01			178940	109	111.1	7.88	9.78	9.28	151785100	116097	7815	62843	50.68	50.689	3.92	239392	
1985-12-01			179112	109.5	111.4	7.67	9.26	8.73	151925700	115780	7717	63332	50.85	50.827	3.86	239558	
1986-01-01			179670	109.9	111.9	7.73	9.19	8.68	152304500	115431	8472	64239	51.084	51.101	4.51	239713	
1986-02-01			179821	109.7	112.2	7.61	8.7	8.34	152435000	115725	9041	64096	51.084	51.233	2.7	239858	
1986-03-01			179985	109.1	112.5	7.03	7.78	7.46	152610200	116309	8667	63675	50.972	51.389	1.73	240011	
1986-04-01			180148	108.7	112.9	6.44	7.3	7.05	152756800	116317	8115	63831	50.868	51.482	3.02	240183	
1986-05-01			180311	109	113.1	6.65	7.71	7.52	152916300	117199	8158	63112	50.961	51.57	2.33	240365	
1986-06-01			180503	109.4	113.4	6.73	7.8	7.64	153041300	119644	8775	60859	51.151	51.725	3.97	240555	
1986-07-01			180682	109.5	113.8	6.27	7.3	7.06	153125700	120303	8471	60379	51.164	51.819	2.79	240753	
1986-08-01			180828	109.6	114.2	5.93	7.17	6.8	153275800	119471	7955	61357	51.228	51.925	2.94	240961	
1986-09-01			180997	110	114.6	5.77	7.45	6.92	153444300	118244	8015	62752	51.396	52.096	3.75	241171	
1986-10-01			181186	110.2	115	5.72	7.43	6.83	153573200	118699	7842	62487	51.488	52.273	3.77	241371	
1986-11-01			181363	110.4	115.3	5.8	7.25	6.76	153736400	118623	7872	62740	51.58	52.384	3.02	241544	
1986-12-01			181547	110.8	115.6	5.87	7.11	6.67	153808100	118049	7461	63498	51.651	52.452	3.07	241702	
1987-01-01			181827	111.4	115.9	5.78	7.08	6.64	153839300	117703	8620	64124	51.894	52.578	4.9	241857	
1987-02-01			181998	111.8	116.2	5.96	7.25	6.79	154053000	117967	8503	64031	52.076	52.685	3.37	242005	
1987-03-01			182179	112.2	116.6	6.03	7.25	6.79	154192500	118353	8124	63826	52.214	52.841	3.99	242166	
1987-04-01			182344	112.7	117.3	6.5	8.02	7.57	154341600	118347	7306	63997	52.409	53.065	5.01	242338	
1987-05-01			182533	113	117.7	7	8.61	8.26	154526300	119695	7318	62838	52.542	53.214	3.34	242516	
1987-06-01			182703	113.5	117.9	6.8	8.4	8.02	154664300	121153	7655	61550	52.741	53.36	3.25	242706	
1987-07-01			182885	113.8	118.3	6.68	8.45	8.01	154725400	122105	7453	60779	52.863	53.498	2.72	242908	
1987-08-01			183002	114.3	118.7	7.03	8.76	8.32	154799600	121614	7088	61388	53.072	53.679	4.7	243118	
1987-09-01			183161	114.7	119.2	7.67	9.42	8.94	154922600	119884	6857	63277	53.251	53.892	3.43	243335	
1987-10-01			183311	115	119.8	7.59	9.52	9.08	155025200	120744	6845	62567	53.42	54.122	3.97	243543	
1987-11-01			183470	115.4	120.1	6.96	8.86	8.35	155188000	120611	6802	62859	53.521	54.235	2.95	243724	
1987-12-01			183620	115.6	120.4	7.17	8.99	8.45	155262300	120206	6526	63414	53.62	54.349	1.91	243895	
1988-01-01			183822	116	120.9	6.99	8.67	8.18	155387000	119742	7603	64079	53.828	54.606	4.81	244056	
1988-02-01			183969	116.2	121.2	6.64	8.21	7.71	155511400	119942	7482	64026	53.908	54.718	2.84	244205	
1988-03-01			184111	116.5	121.7	6.71	8.37	7.83	155609900	119957	7090	64154	54.093	54.952	3.8	244362	
1988-04-01			184232	117.2	122.3	7.01	8.72	8.19	155654800	120264	6359	63968	54.356	55.219	4.41	244528	
1988-05-01			184374	117.5	122.7	7.4	9.09	8.58	155820000	120775	6553	63599	54.514	55.407	3.1	244708	
1988-06-01			184562	118	123.2	7.49	8.92	8.49	155986800	123028	6819	61534	54.746	55.641	4.51	244914	
1988-07-01			184729	118.5	123.6	7.75	9.06	8.66	156058400	123888	6823	60841	55.012	55.868	4.9	245131	
1988-08-01			184830	119	124	8.17	9.26	8.94	156123100	123396	6659	61434	55.175	56.007	3.98	245352	
1988-09-01			184962	119.5	124.7	8.09	8.98	8.69	156291900	121842	6368	63119	55.444	56.307	5.33	245579	
1988-10-01			185114	119.9	125.2	8.11	8.8	8.51	156401800	122432	6182	62682	55.625	56.521	3.39	245789	
1988-11-01			185244	120.3	125.6	8.48	8.96	8.79	156511900	122639	6325	62605	55.754	56.676	3.47	245970	
1988-12-01			185402	120.7	126	8.99	9.11	9.09	156618900	122120	6142	63282	55.928	56.864	3.63	246140	
1989-01-01			185644	121.2	126.5	9.05	9.09	9.15	156755300	122095	7309	63549	56.215	57.152	5.3	246301	
1989-02-01			185777	121.6	126.9	9.25	9.17	9.27	156822300	121906	6883	63871	56.402	57.297	3.98	246454	
1989-03-01			185897	122.2	127.4	9.57	9.36	9.51	156872400	122223	6378	63674	56.612	57.468	3.92	246626	
1989-04-01			186024	123.1	127.8	9.36	9.18	9.3	156919000	122576	6229	63448	56.989	57.661	4.38	246814	
1989-05-01			186181	123.7	128.3	8.98	8.86	8.91	156990400	123196	6156	62985	57.197	57.833	4.1	247010	
1989-06-01			186329	124.1	128.8	8.44	8.28	8.29	157013900	125569	6850	60760	57.322	57.987	3.14	247228	
1989-07-01			186483	124.5	129.2	7.89	8.02	7.83	157102400	126238	6736	60245	57.459	58.136	3.85	247458	
1989-08-01			186598	124.5	129.5	8.18	8.11	8.09	157280500	125444	6352	61155	57.466	58.217	2.96	247695	
1989-09-01			186726	124.8	129.9	8.22	8.19	8.17	157619700	123828	6330	62899	57.594	58.419	3.44	247942	
1989-10-01			186871	125.4	130.6	7.99	8.01	7.97	157655700	124416	6222	62455	57.819	58.631	5.1	248174	
1989-11-01			187017	125.9	131.1	7.77	7.87	7.81	157791000	124664	6495	62353	57.945	58.787	3.28	248380	
1989-12-01			187165	126.3	131.6	7.72	7.84	7.75	157902700	123998	6300	63167	58.113	58.954	3.86	248569	
1990-01-01			188413	127.5	132.1	7.92	8.21	8.12	159278100	124358	7413	64055	58.553	59.181	4.21	248743	0.77470521
1990-02-01			188516	128	132.7	8.11	8.47	8.42	159391700	124487	7296	64029	58.811	59.468	3.58	248920	0.90113269
1990-03-01			188630	128.6	133.5	8.35	8.59	8.6	159465800	124838	6852	63792	59.033	59.754	5.47	249146	0.82956349
1990-04-01			188778	128.9	134	8.4	8.79	8.77	159561300	124837	6620	63941	59.157	59.932	3.85	249436	0.85083147
1990-05-01			188913	129.1	134.4	8.32	8.76	8.74	159618700	125682	6533	63231	59.29	60.115	2.91	249707	0.78421858
1990-06-01			189058	129.9	135.1	8.1	8.48	8.43	159722400	127407	6884	61651	59.552	60.349	4.81	249990	0.81115343
1990-07-01			189188	130.5	135.8	7.94	8.47	8.33	159810200	128019	7137	61169	59.699	60.501	4.05	250285	0.78660213
1990-08-01			189342	131.6	136.6	7.78	8.75	8.44	159983800	127105	7008	62238	60.096	60.753	5.13	250595	0.78360714
1990-09-01			189528	132.5	137.1	7.76	8.89	8.51	160222500	125785	7003	63743	60.465	60.965	3.34	250904	0.71566268
1990-10-01			189710	133.4	137.6	7.55	8.72	8.33	160262300	126067	6892	63644	60.811	61.172	3.7	251201	0.83947201
1990-11-01			189872	133.7	138	7.31	8.39	8.02	160496200	125858	7396	64013	60.888	61.246	1.74	251486	0.79203553
1990-12-01			190017	134.2	138.6	7.05	8.08	7.73	160678300	125635	7525	64382	60.945	61.331	3.37	251758	0.77612463
1991-01-01			190163	134.7	139.5	6.64	8.09	7.7	160531500	124623	8787	65540	61.177	61.637	3.96	252012	0.85631164
1991-02-01			190271	134.8	140.2	6.27	7.85	7.47	160706400	125061	9121	65209	61.208	61.807	2.46	252253	0.8926703
1991-03-01			190381	134.8	140.5	6.4	8.11	7.77	160881400	125435	8995	64946	61.221	61.936	1.96	252507	0.88094599
1991-04-01			190517	135.1	140.9	6.24	8.04	7.7	160950800	125698	8226	64819	61.332	62.06	2.83	252778	0.79888265
1991-05-01			190650	135.6	141.3	6.13	8.07	7.7	161108000	125863	8435	64786	61.586	62.307	4.17	253060	0.79802673
1991-06-01			190800	136	141.8	6.36	8.28	7.94	161170900	128143	8992	62656	61.69	62.442	2.13	253350	0.81159847
1991-07-01			190946	136.2	142.3	6.31	8.27	7.91	161189500	128458	8792	62488	61.787	62.632	2.49	253650	0.83784879
1991-08-01			191116	136.6	142.9	5.78	7.9	7.43	161386300	127197	8439	63919	61.931	62.804	2.8	253966	0.79520191
1991-09-01			191302	137	143.4	5.57	7.65	7.14	161533200	126426	8270	64876	62.144	63.055	3.17	254280	0.75708989
1991-10-01			191497	137.2	143.7	5.33	7.53	6.87	161640700	126636	8232	64861	62.26	63.194	2.89	254576	0.7711445
1991-11-01			191657	137.8	144.2	4.89	7.42	6.62	161833900	126466	8494	65190	62.397	63.312	3.46	254841	0.75140884
1991-12-01			191798	138.2	144.7	4.38	7.09	6.19	162020500	126150	8755	65649	62.553	63.468	3.72	255089	0.73135125
1992-01-01			191953	138.3	145.1	4.15	7.03	6.24	161783000	126114	10186	65839	62.638	63.641	2.54	255331	0.60909306
1992-02-01			192067	138.6	145.4	4.29	7.34	6.58	162003700	126425	10401	65642	62.797	63.814	2.65	255576	0.68972742
1992-03-01			192204	139.1	145.9	4.63	7.54	6.95	162179600	126843	9913	65361	62.949	63.973	3	255848	0.67788436
1992-04-01			192354	139.4	146.3	4.3	7.48	6.78	162303000	126911	9135	65443	63.119	64.183	2.27	256139	0.75725603
1992-05-01			192503	139.7	146.8	4.19	7.39	6.69	162457500	127777	9389	64725	63.203	64.273	2.49	256437	0.7441548
1992-06-01			192663	140.1	147.1	4.17	7.26	6.48	162371100	130197	10366	62467	63.315	64.323	2.15	256742	0.69784405
1992-07-01			192826	140.5	147.6	3.6	6.84	5.84	162428100	130844	10099	61982	63.524	64.566	2.67	257063	0.72539054
1992-08-01			193018	140.8	147.9	3.47	6.59	5.6	162796000	129676	9605	63342	63.609	64.625	2.02	257390	0.66129848
1992-09-01			193229	141.1	148.1	3.18	6.42	5.38	163068300	128196	9316	65033	63.713	64.73	1.49	257704	0.66844131
1992-10-01			193442	141.7	148.8	3.3	6.59	5.6	163261800	127998	8813	65444	63.938	64.979	3.25	258004	0.66496021
1992-11-01			193621	142.1	149.2	3.68	6.87	6.04	163393300	128245	9086	65376	64.064	65.121	3.07	258280	0.73467474
1992-12-01			193784	142.3	149.6	3.71	6.77	6.08	163523800	128035	9045	65749	64.176	65.242	2.46	258546	0.72367141
1993-01-01			193962	142.8	150.1	3.5	6.6	5.83	163352000	127186	10158	66776	64.332	65.432	2.51	258799	0.69405938
1993-02-01			194108	143.1	150.6	3.39	6.26	5.43	163528600	127651	10004	66457	64.429	65.557	2.81	259036	0.7394303
1993-03-01			194248	143.3	150.8	3.33	5.98	5.19	163674400	127829	9478	66419	64.561	65.7	2.26	259283	0.66367816
1993-04-01			194398	143.8	151.4	3.24	5.97	5.13	163886800	127616	8835	66781	64.733	65.891	3.07	259547	0.70246511
1993-05-01			194549	144.2	151.8	3.36	6.04	5.2	164007800	128949	8807	65600	64.933	66.114	3.13	259822	0.69314589
1993-06-01			194719	144.3	152.1	3.54	5.96	5.22	164004100	131060	9473	63659	64.955	66.177	1.72	260109	0.79594548
1993-07-01			194882	144.5	152.3	3.47	5.81	5.09	164137000	131574	9223	63308	65.059	66.314	2.28	260411	0.72154079
1993-08-01			195063	144.8	152.8	3.44	5.68	5.03	164355200	130673	8655	64391	65.17	66.438	1.85	260717	0.74148233
1993-09-01			195259	145	152.9	3.36	5.36	4.73	164591200	128975	8302	66284	65.238	66.538	2.04	261015	0.68302738
1993-10-01			195444	145.6	153.4	3.39	5.33	4.71	164785200	129685	8296	65759	65.443	66.647	2.67	261294	0.69110209
1993-11-01			195625	146	153.9	3.58	5.72	5.06	164825100	129662	8094	65963	65.567	66.819	2.35	261550	0.67122231
1993-12-01			195794	146.3	154.3	3.61	5.77	5.15	164981100	129537	7959	66257	65.582	66.849	2.13	261796	0.80940801
1994-01-01			195953	146.3	154.5	3.54	5.75	5.09	165022400	129393	9492	66561	65.604	66.902	2.04	262021	0.53776457
1994-02-01			196090	146.7	154.8	3.87	5.97	5.4	165219900	129764	9262	66325	65.756	67.047	2.7	262237	0.54686672
1994-03-01			196213	147.1	155.3	4.32	6.48	5.94	165404600	129718	8874	66495	65.937	67.275	2.94	262491	0.69284721
1994-04-01			196363	147.2	155.5	4.82	6.97	6.52	165589700	129682	8078	66681	66.015	67.376	1.82	262754	0.70621575
1994-05-01			196510	147.5	155.9	5.31	7.18	6.78	165676900	130602	7656	65908	66.111	67.526	2.69	263014	0.70666794
1994-06-01			196693	147.9	156.4	5.27	7.1	6.7	165814300	132115	8251	64578	66.272	67.676	2.53	263294	0.65659263
1994-07-01			196859	148.4	156.7	5.48	7.3	6.91	165970200	132783	8281	64076	66.481	67.818	2.4	263580	0.59103378
