DATE	CEU0500000002	CEU0500000003	CNP16OV	CPIAUCSL	CPILFESL	GS1	GS10	GS5	LFWA64TTUSM647S	LNU01000000	LNU03000000	LNU05000000	PCEPI	PCEPILFE	PCETRIM1M158SFRBDAL	POPTHM	STLPPM
2011-09-01	34.3	23.05	240071	226.597	226.118	0.10	1.98	0.90	200260548.93434400	154022	13520	86049	98.699	98.543	1.75	312509	0.40611821
2011-10-01	34.8	23.29	240269	226.750	226.506	0.11	2.15	1.06	200419615.20551900	154088	13102	86181	98.705	98.596	1.87	312708	0.30581904
2011-11-01	34.3	23.14	240441	227.169	226.899	0.11	2.01	0.91	200301722.54810100	153683	12613	86757	98.908	98.805	2.16	312889	0.12394731
2011-12-01	34.4	23.21	240584	227.223	227.405	0.12	1.98	0.89	200296953.30555800	153373	12692	87212	98.965	98.971	1.97	313064	0.25018942
2012-01-01	34.5	23.55	242269	227.842	227.877	0.12	1.97	0.84	200965542.21030200	153485	13541	88784	99.320	99.284	2.60	313227	0.21403021
2012-02-01	34.2	23.40	242435	228.329	228.034	0.16	1.97	0.83	201092910.36675900	154114	13430	88322	99.556	99.439	1.54	313383	0.43506488
2012-03-01	34.2	23.38	242604	228.807	228.478	0.19	2.17	1.02	201255899.01643902	154316	12904	88288	99.737	99.597	2.13	313546	0.38633347
2012-04-01	34.6	23.61	242784	229.187	228.905	0.18	2.05	0.89	201508528.90017000	153905	11910	88879	99.873	99.753	1.91	313710	0.34170921
2012-05-01	34.2	23.32	242966	228.713	229.224	0.19	1.80	0.76	201524981.55363500	154998	12271	87968	99.755	99.849	1.58	313883	0.18193764
2012-06-01	34.4	23.26	243155	228.524	229.623	0.19	1.62	0.71	201491381.10430400	156385	13184	86770	99.701	99.948	1.13	314072	0.09314162
2012-07-01	34.7	23.48	243354	228.590	229.970	0.19	1.53	0.62	201505480.97333300	156526	13400	86828	99.738	100.052	1.15	314272	0.08740785
2012-08-01	34.5	23.26	243566	229.918	230.233	0.18	1.68	0.71	201577891.16667300	155255	12696	88311	100.070	100.111	1.73	314489	0.15424601
2012-09-01	34.8	23.67	243772	231.015	230.659	0.18	1.72	0.67	201622009.18158000	155075	11742	88697	100.378	100.238	1.81	314703	0.26116034
2012-10-01	34.3	23.51	243983	231.638	231.024	0.18	1.75	0.71	201652245.66053200	155779	11741	88204	100.672	100.476	1.68	314905	0.22222136
2012-11-01	34.3	23.58	244174	231.249	231.330	0.18	1.65	0.67	201700972.27909900	154953	11404	89221	100.605	100.586	1.19	315092	0.12481184
2012-12-01	34.8	23.85	244350	231.221	231.725	0.16	1.72	0.70	201800341.56142202	154904	11844	89445	100.595	100.667	1.02	315258	0.10410916
2013-01-01	34.0	23.87	244663	231.679	232.229	0.15	1.91	0.81	201731503.42935398	154794	13181	89868	100.782	100.865	2.08	315400	0.12374534
2013-02-01	34.2	23.90	244828	232.937	232.569	0.16	1.98	0.85	201886226.38789300	154727	12500	90100	101.149	100.984	2.03	315535	0.15718261
2013-03-01	34.3	23.84	244995	232.282	232.794	0.15	1.96	0.82	202022646.19180700	154512	11815	90483	101.015	101.076	1.49	315682	0.21798670
2013-04-01	34.3	23.92	245175	231.797	232.832	0.12	1.76	0.71	202163764.24005100	154739	11014	90436	100.940	101.160	0.25	315841	0.15427351
2013-05-01	34.3	23.79	245363	231.893	232.996	0.12	1.93	0.84	202295452.23076302	155734	11302	89629	101.006	101.268	1.28	316016	0.08317481
2013-06-01	34.9	23.92	245552	232.445	233.350	0.14	2.30	1.20	202316174.03176700	157089	12248	88463	101.226	101.437	2.26	316202	0.12819342
2013-07-01	34.3	23.80	245756	232.900	233.880	0.12	2.58	1.40	202322794.93651400	157196	12083	88560	101.351	101.565	1.78	316405	0.13087800
2013-08-01	34.5	23.79	245959	233.456	234.336	0.13	2.74	1.52	202520581.00378698	155971	11462	89988	101.503	101.678	1.60	316627	0.14668810
2013-09-01	34.9	24.16	246168	233.544	234.700	0.12	2.81	1.60	202633589.53424102	155536	10885	90632	101.545	101.795	1.67	316846	0.13236343
2013-10-01	34.4	24.04	246381	233.669	234.921	0.12	2.62	1.37	202731034.42143800	154918	10773	91463	101.711	102.004	1.79	317055	0.08074417
2013-11-01	34.4	24.11	246567	234.100	235.359	0.12	2.72	1.37	202710220.40652600	155046	10271	91521	101.865	102.176	2.05	317248	0.04323516
2013-12-01	34.7	24.30	246745	234.719	235.759	0.13	2.90	1.58	202762683.58863300	154408	9984	92338	102.065	102.311	1.69	317429	0.09277425
2014-01-01	34.0	24.34	246915	235.288	235.961	0.12	2.86	1.65	202535165.83166802	154381	10855	92534	102.254	102.399	1.60	317598	0.10026614
2014-02-01	34.4	24.58	247085	235.547	236.185	0.12	2.71	1.52	202719110.48476500	155027	10893	92058	102.308	102.454	1.42	317758	0.07151452
2014-03-01	34.7	24.49	247258	236.028	236.625	0.13	2.72	1.64	202700171.29631400	155627	10537	91630	102.509	102.646	1.84	317924	0.08141421
2014-04-01	34.4	24.40	247439	236.468	237.072	0.11	2.71	1.70	202828705.62020300	154845	9079	92594	102.698	102.829	2.04	318098	0.20204749
2014-05-01	34.4	24.30	247622	236.918	237.529	0.10	2.56	1.59	202929415.63250700	155841	9443	91782	102.866	103.000	1.91	318284	0.18990523
2014-06-01	34.9	24.42	247814	237.231	237.837	0.10	2.60	1.68	203070366.35472000	156997	9893	90817	102.976	103.113	1.73	318479	0.14525222
2014-07-01	34.5	24.30	248023	237.498	238.195	0.11	2.54	1.70	203051462.87479000	157573	10307	90451	103.128	103.298	1.98	318692	0.07506616
2014-08-01	34.6	24.32	248229	237.460	238.405	0.11	2.42	1.63	203146198.71783900	156434	9787	91794	103.110	103.332	0.99	318921	0.09433125
2014-09-01	34.5	24.50	248446	237.477	238.786	0.11	2.53	1.77	203209222.75694600	155903	8962	92543	103.132	103.456	1.79	319149	0.07252130
2014-10-01	34.5	24.52	248657	237.430	239.191	0.10	2.30	1.55	203241878.60839102	156616	8680	92041	103.103	103.546	1.54	319367	0.07389310
2014-11-01	34.9	24.78	248844	236.983	239.458	0.13	2.33	1.62	203375636.76369700	156297	8630	92547	103.021	103.653	1.72	319561	0.03727199
2014-12-01	34.6	24.58	249027	236.252	239.584	0.21	2.21	1.64	203363584.98985398	155521	8331	93506	102.852	103.737	1.34	319742	0.04241725
2015-01-01	34.2	24.87	249723	234.747	239.811	0.20	1.88	1.37	203878452.85231000	156050	9498	93674	102.374	103.712	0.47	319904	0.02278244
2015-02-01	34.6	25.05	249899	235.342	240.172	0.22	1.98	1.47	203931249.55293600	156213	9095	93686	102.542	103.815	2.02	320053	0.01213142
2015-03-01	34.7	25.04	250080	235.976	240.755	0.25	2.04	1.52	203962266.80270502	156318	8682	93762	102.739	103.975	1.83	320215	0.02779917
2015-04-01	34.4	24.94	250266	236.222	241.346	0.23	1.94	1.35	203977536.96668000	156554	7966	93712	102.822	104.155	2.02	320390	0.03333401
2015-05-01	34.4	24.88	250455	237.001	241.688	0.24	2.20	1.54	204238332.00415100	157719	8370	92736	103.072	104.289	1.77	320574	0.03401805
2015-06-01	34.5	24.76	250663	237.657	242.064	0.28	2.36	1.68	204430714.32165700	158283	8638	92380	103.276	104.419	1.99	320769	0.07393524
2015-07-01	34.5	24.83	250876	238.034	242.565	0.30	2.32	1.63	204545662.03387600	158527	8805	92349	103.366	104.517	1.68	320982	0.03782470
2015-08-01	35.1	25.03	251096	238.033	242.817	0.38	2.17	1.54	204570318.00976598	157390	8162	93706	103.373	104.601	1.37	321205	0.01983697
2015-09-01	34.3	25.05	251325	237.498	243.316	0.37	2.17	1.49	204643045.05719700	156607	7628	94718	103.229	104.743	1.65	321428	0.02606578
2015-10-01	34.5	25.14	251541	237.733	243.768	0.26	2.07	1.39	204689425.29253498	157313	7597	94228	103.221	104.767	1.03	321641	0.03546179
2015-11-01	34.8	25.37	251747	238.017	244.241	0.48	2.26	1.67	204737697.11780602	157340	7573	94407	103.292	104.887	1.25	321834	0.02598873
2015-12-01	34.5	25.20	251936	237.761	244.547	0.65	2.24	1.70	204708062.68738502	157245	7542	94691	103.216	104.964	1.19	322020	0.01480380
2016-01-01	34.2	25.50	252397	237.827	245.075	0.54	2.09	1.52	205097391.34967700	157347	8309	95051	103.313	105.187	1.83	322196	0.01558314
2016-02-01	34.1	25.48	252577	237.514	245.644	0.53	1.78	1.22	205096105.65987900	158279	8219	94298	103.247	105.355	2.02	322353	0.07219195
2016-03-01	34.2	25.49	252768	237.990	245.964	0.66	1.89	1.38	205171284.98047298	158854	8116	93914	103.415	105.487	1.82	322513	0.05588082
2016-04-01	34.3	25.59	252969	238.835	246.467	0.56	1.81	1.26	205242858.70085200	158488	7413	94481	103.763	105.742	2.56	322685	0.06216167
2016-05-01	34.6	25.67	253174	239.440	247.036	0.59	1.81	1.30	205438724.46370000	158800	7207	94374	103.930	105.902	2.06	322867	0.15219819
2016-06-01	34.4	25.41	253397	240.144	247.435	0.55	1.64	1.17	205570395.80628598	160135	8144	93262	104.139	106.032	1.88	323061	0.23579855
2016-07-01	34.4	25.52	253620	240.111	247.791	0.51	1.50	1.07	205754889.23993200	160705	8267	92916	104.202	106.218	2.06	323265	0.18401108
2016-08-01	34.4	25.50	253854	240.595	248.371	0.57	1.56	1.13	205656047.48443200	159800	7996	94054	104.380	106.425	1.89	323473	0.10720098
2016-09-01	34.4	25.73	254091	241.068	248.709	0.59	1.63	1.18	205738194.97183600	159636	7658	94456	104.516	106.527	1.88	323680	0.14629431
2016-10-01	34.8	26.02	254321	241.641	249.068	0.66	1.76	1.27	205837769.08258900	159783	7447	94539	104.744	106.694	1.92	323876	0.12075089
2016-11-01	34.3	25.84	254540	241.993	249.502	0.74	2.14	1.60	205794609.23548900	159451	7066	95089	104.792	106.759	1.53	324052	0.18779801
2016-12-01	34.3	25.87	254742	242.712	249.959	0.87	2.49	1.96	205887159.00766700	158968	7170	95774	105.005	106.897	1.81	324216	0.26471316
2017-01-01	34.4	26.31	254082	243.717	250.519	0.83	2.43	1.92	205411325.30042300	158676	8149	95406	105.392	107.172	2.64	324362	0.15961947
2017-02-01	34.1	26.17	254246	244.028	250.987	0.82	2.42	1.90	205429690.01912400	159482	7887	94764	105.499	107.332	1.47	324494	0.17635397
2017-03-01	34.1	26.14	254414	243.721	250.894	1.01	2.48	2.01	205326029.65891800	159912	7284	94502	105.373	107.250	1.27	324632	0.12401131
2017-04-01	34.6	26.42	254588	244.058	251.129	1.04	2.30	1.82	205362965.41160600	159817	6555	94771	105.617	107.491	1.82	324783	0.06192301
2017-05-01	34.3	26.13	254767	243.926	251.372	1.12	2.30	1.84	205527314.90963800	159979	6572	94788	105.607	107.601	1.23	324944	0.04722374
2017-06-01	34.4	26.03	254957	244.179	251.714	1.20	2.19	1.77	205671666.49153500	161337	7250	93621	105.739	107.765	1.91	325117	0.07590826
2017-07-01	34.8	26.35	255151	244.328	252.009	1.22	2.32	1.87	205819597.23812500	161911	7441	93240	105.784	107.841	1.28	325296	0.08363542
2017-08-01	34.4	26.17	255357	245.304	252.562	1.23	2.21	1.78	205747405.28091702	160863	7287	94494	106.040	107.971	1.72	325476	0.05728685
2017-09-01	34.3	26.46	255562	246.445	252.888	1.28	2.20	1.80	205707719.52700900	161049	6556	94513	106.429	108.157	1.93	325653	0.07549906
2017-10-01	34.8	26.62	255766	246.570	253.534	1.40	2.36	1.98	205725973.80761102	160465	6242	95301	106.596	108.458	2.12	325820	0.08246424
2017-11-01	34.4	26.47	255949	247.333	253.855	1.56	2.35	2.05	205706664.64183600	160466	6286	95483	106.788	108.532	1.73	325968	0.06347833
2017-12-01	34.5	26.58	256109	247.847	254.380	1.70	2.40	2.18	205774741.74717100	159880	6278	96230	106.943	108.693	2.09	326100	0.09159255
2018-01-01	34.0	26.86	256780	248.816	255.106	1.80	2.58	2.38	206413360.03475100	160037	7189	96743	107.290	108.991	2.77	326216	0.10609332
2018-02-01	34.3	26.84	256934	249.475	255.570	1.96	2.86	2.60	206266915.92352700	161494	7091	95439	107.528	109.202	1.93	326323	0.16022246
2018-03-01	34.3	26.87	257097	249.413	256.075	2.06	2.84	2.63	206189300.38536700	161548	6671	95549	107.637	109.442	1.74	326437	0.09770112
2018-04-01	34.8	27.16	257272	249.957	256.487	2.15	2.87	2.70	206206012.76375198	161280	5932	95992	107.865	109.639	1.97	326563	0.12101503
2018-05-01	34.4	26.90	257454	250.640	257.057	2.27	2.98	2.82	206453589.81190800	161765	5756	95689	108.104	109.869	2.67	326699	0.12494919
2018-06-01	34.6	26.79	257642	251.176	257.422	2.33	2.91	2.78	206630028.71794802	163277	6812	94365	108.273	109.993	2.30	326847	0.30381081
2018-07-01	34.9	27.10	257843	251.482	257.902	2.39	2.89	2.78	206724450.95259800	163734	6730	94109	108.379	110.136	1.84	327005	0.16720227
2018-08-01	34.6	27.00	258066	251.905	258.065	2.45	2.89	2.77	206722500.17184302	161909	6370	96157	108.464	110.161	1.52	327167	0.16715820
2018-09-01	34.8	27.45	258290	252.261	258.606	2.56	3.00	2.89	206678088.25703898	161958	5766	96332	108.661	110.401	1.99	327328	0.04226456
2018-10-01	34.4	27.31	258514	252.777	258.993	2.65	3.15	3.00	206610674.20764098	162723	5771	95792	108.816	110.528	1.72	327477	0.07413255
2018-11-01	34.4	27.35	258708	252.662	259.488	2.70	3.12	2.95	206531960.66658700	162665	5650	96043	108.893	110.746	2.60	327607	0.12764983
2018-12-01	34.9	27.69	258888	252.653	259.986	2.66	2.83	2.68	206672775.40010400	162510	6029	96378	108.958	110.954	1.76	327722	0.07287813
2019-01-01	34.1	27.72	258239	252.550	260.566	2.58	2.71	2.54	206378464.63142300	162104	7140	96135	108.872	111.002	1.10	327824	0.02932618
2019-02-01	34.1	27.79	258392	253.181	260.898	2.55	2.68	2.49	206322226.50058800	162793	6625	95599	109.003	111.045	2.07	327921	0.03716548
2019-03-01	34.3	27.79	258537	254.095	261.317	2.49	2.57	2.37	206207576.48697802	162823	6382	95714	109.252	111.174	2.54	328025	0.04494339
2019-04-01	34.3	27.86	258693	254.943	261.835	2.42	2.53	2.33	206232786.89320000	162097	5387	96596	109.609	111.493	2.94	328140	0.07639687
2019-05-01	34.3	27.78	258861	255.167	262.199	2.34	2.40	2.19	206596811.41839900	162655	5503	96207	109.720	111.632	1.49	328267	0.09673743
2019-06-01	34.9	27.90	259037	255.402	262.925	2.00	2.07	1.83	206613729.55888500	164120	6292	94917	109.849	111.874	2.03	328404	0.02712290
2019-07-01	34.3	27.86	259225	256.087	263.587	1.96	2.06	1.83	206576185.54438800	164941	6556	94284	110.042	112.057	2.44	328561	0.03749932
2019-08-01	34.5	27.94	259432	256.294	264.180	1.77	1.63	1.49	206361316.30839800	164019	6203	95413	110.115	112.216	1.93	328730	0.02837402
2019-09-01	34.8	28.30	259638	256.593	264.682	1.80	1.70	1.57	206195908.73141700	163943	5465	95694	110.167	112.302	1.34	328897	0.02556853
2019-10-01	34.3	28.19	259845	257.229	264.987	1.61	1.71	1.53	205993725.12966500	164576	5510	95269	110.377	112.448	2.15	329054	0.02600559
2019-11-01	34.2	28.26	260020	257.824	265.501	1.57	1.81	1.64	205856588.44274098	164386	5441	95634	110.461	112.501	1.69	329191	0.04770039
2019-12-01	34.7	28.51	260181	258.444	265.832	1.55	1.86	1.68	205828738.70670900	164007	5503	96174	110.750	112.753	1.80	329314	0.04741647
2020-01-01	33.9	28.56	259502	258.820	266.476	1.53	1.76	1.56	205590898.44219000	163497	6504	96004	110.917	112.949	2.81	329423	0.06215627
2020-02-01	34.4	28.81	259628	259.050	267.070	1.41	1.50	1.32	205405364.77029100	164235	6218	95393	111.014	113.121	2.12	329527	0.11589273
2020-03-01	34.3	28.91	259758	257.953	266.795	0.33	0.87	0.59	205421002.35125600	162537	7370	97221	110.717	113.013	1.08	329638	0.06897033
2020-04-01	34.1	30.11	259896	255.902	265.601	0.18	0.66	0.39	206912398.16906998	155830	22504	104066	110.131	112.526	1.52	329760	0.01550202
2020-05-01	34.6	29.64	260047	255.768	265.441	0.16	0.67	0.34	207320831.67916000	157975	20514	102072	110.314	112.755	2.09	329894	0.00150547
2020-06-01	34.6	29.11	260204	257.214	266.065	0.18	0.73	0.34	205958516.69661500	160883	18072	99321	110.859	113.145	1.50	330038	0.02509572
2020-07-01	34.5	29.21	260373	258.723	267.715	0.15	0.62	0.28	205977700.82861200	161374	16882	98998	111.152	113.466	2.70	330199	0.05063924
2020-08-01	35.1	29.50	260558	259.681	268.747	0.13	0.65	0.27	205889183.70661300	160966	13742	99592	111.482	113.818	2.22	330368	0.13873425
2020-09-01	34.5	29.45	260742	260.209	269.264	0.13	0.68	0.27	206146270.94298500	160073	12277	100670	111.658	114.019	1.41	330535	0.19110487
2020-10-01	34.8	29.46	260925	260.325	269.296	0.13	0.79	0.34	205815862.97060400	161053	10620	99872	111.689	114.038	1.01	330692	0.09455632
2020-11-01	35.1	29.75	261085	260.817	269.887	0.12	0.87	0.39	205849572.24278300	160468	10264	100617	111.694	114.041	0.58	330829	0.04301367
2020-12-01	34.8	29.83	261230	261.775	270.117	0.10	0.93	0.39	205579631.95870400	160017	10404	101213	112.169	114.389	1.87	330983	0.05385834
2021-01-01	34.6	30.08	260851			0.10	1.08	0.45		159234	10851	101618					0.13549694
